Effect_ID,Study_ID,Authors_abbr,Authors_all,PubYear,Title,Field,Hypothesis,Survey_surveillance,Combined_survey_surveillance,Source_population,Study_design,Ecological_cross_level,Outcome_data_source,Outcome_data_source_condensed,Decade,Exposure_level,Combined_exposure_level,Sample_size,Table,Model,Nickname,Outcome,Outcome_type_factor,Exposure_labor_force_participation,Exposure_employment_unemployment,Exposure_income,Exposure_management_professional_roles,Exposure_women_owned_businesses,Exposure_education,Exposure_poverty,Exposure_representation_in_government,Exposure_voter_registration_civic_participation,Exposure_maternal_mortality,Exposure_teen_pregnancy,Exposure_other_health_outcomes,Exposure_women_legal_rights,Exposure_category_employment,Exposure_category_financial,Exposure_category_economic,Exposure_category_education,Exposure_category_political,Exposure_category_legal_rights,Exposure_category_womens_health,Exposure_combo,Exposure_PCA,Exposure_absolute_or_relative,Exposure_reliability_stats,Higher_exposure_means,Num_betas_not_fixed_effects,Num_betas_fixed_effects,Num_predictors_total,Confounders,Model_type,ES_beta,ES_exponentiated_beta,ES_partial_correlation_coefficient,ES_correlation,ES_none_reported,VAR_none_reported,VAR_CI_lower,VAR_CI_upper,VAR_z_score,VAR_p_value_range,VAR_p_value_exact,VAR_standard_error,VAR_t_test,Has_EM_with_interaction_term_not_reported_here,Include_in_regression,GI_and_victimization_was_a_main_question,Num_EMs_from_this_study,Notes
179,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2003,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,165,3,Col 2.1,Homicide (intimate) ~ 1980,Intimate partner homicide - all,Intimate partner homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.21,,,,,,,,,,,0.09,,FALSE,Yes,TRUE,GENERATE,
180,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2004,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,165,3,Col 2.2,Homicide (intimate) ~ 1990,Intimate partner homicide - all,Intimate partner homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,0.02,,,,,,,,,,,0.07,,FALSE,Yes,TRUE,GENERATE,
181,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2005,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,2000s,City,GENERATE,165,3,Col 2.3,Homicide (intimate) ~ 2000,Intimate partner homicide - all,Intimate partner homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.05,,,,,,,,,,,0.07,,FALSE,Yes,TRUE,GENERATE,
182,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2006,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,165,3,Col 3.1,Homicide (friend) ~ 1980,Female homicide - friend,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.1,,,,,,,,,,,0.11,,FALSE,Yes,TRUE,GENERATE,
183,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2007,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,165,3,Col 3.2,Homicide (friend) ~ 1990,Female homicide - friend,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.13,,,,,,,,,,,0.11,,FALSE,Yes,TRUE,GENERATE,
184,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2008,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,2000s,City,GENERATE,165,3,Col 3.3,Homicide (friend) ~ 2000,Female homicide - friend,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.16,,,,,,,,,,,0.11,,FALSE,Yes,TRUE,GENERATE,
185,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2009,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,165,3,Col 4.1,Homicide (family) ~ 1980,Female homicide - family,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.28,,,,,,,,,,,0.12,,FALSE,Yes,TRUE,GENERATE,
186,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2010,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,165,3,Col 4.2,Homicide (family) ~ 1990,Female homicide - family,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.21,,,,,,,,,,,0.15,,FALSE,Yes,TRUE,GENERATE,
187,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2011,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,2000s,City,GENERATE,165,3,Col 4.3,Homicide (family) ~ 2000,Female homicide - family,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,0.07,,,,,,,,,,,0.08,,FALSE,Yes,TRUE,GENERATE,
188,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2012,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,165,3,Col 5.1,Homicide (stranger) ~ 1980,Female homicide - stranger,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,-0.07,,,,,,,,,,,0.18,,FALSE,Yes,TRUE,GENERATE,
189,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2013,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,165,3,Col 5.2,Homicide (stranger) ~ 1990,Female homicide - stranger,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,0.03,,,,,,,,,,,0.17,,FALSE,Yes,TRUE,GENERATE,
190,38,Vieraitis et al. (2015),"Vieraitis, L.M.; Britto, S.; Morris, R.G.",2015,Assessing the impact of changes in gender equality on female homicide victimization: 1980-2014,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,2000s,City,GENERATE,165,3,Col 5.3,Homicide (stranger) ~ 2000,Female homicide - stranger,Female homicide,,Relative,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,10,0,10,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Southernness, Urbanness/density, Absolute status",Negative binomial Poisson regression,0.04,,,,,,,,,,,0.12,,FALSE,Yes,TRUE,GENERATE,
191,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1970s,City,GENERATE,101,2 (1970),2,Income ~ 1970,Rape - all,Rape,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-11.7,,,,,,,,,,,7.94,,FALSE,Yes,TRUE,GENERATE,
192,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1970s,City,GENERATE,101,2,3,Empl. ~ 1970,Rape - all,Rape,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-6.13,,,,,,,,,,,10.91,,FALSE,Yes,TRUE,GENERATE,
193,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1970s,City,GENERATE,101,2,4,Labor force ~ 1970,Rape - all,Rape,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-0.35,,,,,,,,,,,0.74,,FALSE,Yes,TRUE,GENERATE,
194,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1970s,City,GENERATE,101,2,5,Mgmt/prof. ~ 1970,Rape - all,Rape,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-1.94,,,,,,,,,,,0.61,,FALSE,Yes,TRUE,GENERATE,
195,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1970s,City,GENERATE,101,2,6,Edu. ~ 1970,Rape - all,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-2.45,,,,,,,,,,,4.91,,FALSE,Yes,TRUE,GENERATE,
196,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,101,3 (1980),2,Income ~ 1980,Rape - all,Rape,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-2.94,,,,,,,,,,,10.19,,FALSE,Yes,TRUE,GENERATE,
197,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,101,3,3,Empl. ~ 1980,Rape - all,Rape,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-28.77,,,,,,,,,,,31.38,,FALSE,Yes,TRUE,GENERATE,
198,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,101,3,4,Labor force ~ 1980,Rape - all,Rape,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-1.15,,,,,,,,,,,1.68,,FALSE,Yes,TRUE,GENERATE,
199,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,101,3,5,Mgmt/prof. ~ 1980,Rape - all,Rape,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-1.5,,,,,,,,,,,0.77,,FALSE,Yes,TRUE,GENERATE,
200,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,101,3,6,Edu. ~ 1980,Rape - all,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-30.71,,,,,,,,,,,10.56,,FALSE,Yes,TRUE,GENERATE,
201,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,101,4 (1990),2,Income ~ 1990,Rape - all,Rape,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-23.22,,,,,,,,,,,17.55,,FALSE,Yes,TRUE,GENERATE,
202,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,101,4,3,Empl. ~ 1990,Rape - all,Rape,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-138.96,,,,,,,,,,,44.87,,FALSE,Yes,TRUE,GENERATE,
203,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,101,4,4,Labor force ~ 1990,Rape - all,Rape,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-6.25,,,,,,,,,,,2.14,,FALSE,Yes,TRUE,GENERATE,
204,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,101,4,5,Mgmt/prof. ~ 1990,Rape - all,Rape,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-1.49,,,,,,,,,,,0.85,,FALSE,Yes,TRUE,GENERATE,
205,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,101,4,6,Edu. ~ 1990,Rape - all,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,-18.04,,,,,,,,,,,16.05,,FALSE,Yes,TRUE,GENERATE,
206,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Longitudinal,Ecological,FBI,FBI,1980s,City,GENERATE,101,5,2,Income ~ 1980-90 change,Rape - all,Rape,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,9,0,9,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,18.68,,,,,,,,,,,8.6,,FALSE,Yes,TRUE,GENERATE,
207,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Longitudinal,Ecological,FBI,FBI,1980s,City,GENERATE,101,5,3,Mgmt/prof. ~ 1980-90 change,Rape - all,Rape,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,9,0,9,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,1.75,,,,,,,,,,,0.67,,FALSE,Yes,TRUE,GENERATE,
208,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Longitudinal,Ecological,FBI,FBI,1980s,City,GENERATE,101,5,4,Edu. ~ 1980-90 change,Rape - all,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,9,0,9,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,28.84,,,,,,,,,,,9.5,,FALSE,Yes,TRUE,GENERATE,
209,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Longitudinal,Ecological,FBI,FBI,1980s,City,GENERATE,101,page 548,not shown,Income ~ 1970-90 change,Rape - all,Rape,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,9,0,9,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,25.66,,,,,,,,,Between 0.05 and 0.01,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
210,39,Whaley,"Whaley, R.B.",2001,The paradoxical relationship between gender inequality and rape: toward a refined theory,Sociology,"Other - short term backlash, long term amelioration",Surveillance,GENERATE,"Cities (population > 50,000)",Longitudinal,Ecological,FBI,FBI,1980s,City,GENERATE,101,page 548,not shown,Edu. ~ 1970-90 change,Rape - all,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,9,0,9,"Divorce rate, Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Sex ratio",Linear regression,16.73,,,,,,,,,Between 0.05 and 0.01,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
211,40,Whaley & Messner,"Whaley, R.B.; Messner, S.F.",2002,Gender equality and gendered homicides,Sociology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,64,1,MF - South,South,Female homicide - male perpetrator,Female homicide,Relative,,Relative,Relative,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,"Loadings range from 0.33 to 0.86, 1 factor explains 43% of variance",LESS sexism,6,0,6,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Residential stability/instability",Linear regression,1.21,,,,,,,,,,,0.32,,FALSE,Yes,TRUE,GENERATE,
212,40,Whaley & Messner,"Whaley, R.B.; Messner, S.F.",2002,Gender equality and gendered homicides,Sociology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,64,1,MF - Non-south,Non-South,Female homicide - male perpetrator,Female homicide,Relative,,Relative,Relative,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,"Loadings range from 0.33 to 0.86, 1 factor explains 43% of variance",LESS sexism,6,0,6,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Residential stability/instability",Linear regression,-0.12,,,,,,,,,,,0.23,,FALSE,Yes,TRUE,GENERATE,
213,41,Whaley et al.,"Whaley, R.B.; Messner, S.F.; Veysey, B.M. ",2013,The relationship between gender equality and rates of inter- and intra-sexual lethal violence: an exploration of functional form,Sociology,"Other - curvilinear relationship, depending on baseline level of gender inequality",Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,1990s,MSA,GENERATE,208,2,MF - Model 2,,Female homicide - male perpetrator,Female homicide,Relative,,Relative,,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Concentrated disadvantage, Crime rates (besides the outcomes of interest), Divorce rate, Population size, Percent of population in certain age brackets, Southernness, also squared GE term ",Negative binomial Poisson regression,0.1,,,,,,,,,,,0.04,,FALSE,No - can't capture squared terms,TRUE,GENERATE,
214,42,Willie & Kershaw,"Willie, T.C.; Kershaw, T.S.",2019,An ecological analysis of gender inequality and intimate partner violence in the United States,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,51,3,"Women, any IPV, adjusting for income",IPV (all),IPV - any,IPV,Relative,Relative,,,,Relative,,,,Absolute,Absolute,,,TRUE,,GENERATE,TRUE,,,TRUE,GENERATE,,Both/mix,,MORE sexism,2,0,2,Area median income,Linear regression,0.84,,,,,,,,,,,0.51,,FALSE,Yes,TRUE,GENERATE,
215,42,Willie & Kershaw,"Willie, T.C.; Kershaw, T.S.",2019,An ecological analysis of gender inequality and intimate partner violence in the United States,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,51,3,"Women, physical IPV, adjusting for income",IPV (physical),IPV - physical,IPV,Relative,Relative,,,,Relative,,,,Absolute,Absolute,,,TRUE,,GENERATE,TRUE,,,TRUE,GENERATE,,Both/mix,,MORE sexism,2,0,2,Area median income,Linear regression,0.49,,,,,,,,,,,0.5,,FALSE,Yes,TRUE,GENERATE,
